Day,Time,Group,Food Name,Amount,Energy (kcal),Alcohol (g),Caffeine (mg),Oxalate (mg),Phytate (mg),Water (g),B1 (Thiamine) (mg),B2 (Riboflavin) (mg),B3 (Niacin) (mg),B5 (Pantothenic Acid) (mg),B6 (Pyridoxine) (mg),B12 (Cobalamin) (µg),Folate (µg),Vitamin A (µg),Vitamin C (mg),Vitamin D (IU),Vitamin E (mg),Vitamin K (µg),Calcium (mg),Copper (mg),Iodine (µg),Iron (mg),Magnesium (mg),Manganese (mg),Phosphorus (mg),Potassium (mg),Selenium (µg),Sodium (mg),Zinc (mg),Carbs (g),Fiber (g),Insoluble Fiber (g),Soluble Fiber (g),Starch (g),Sugars (g),Fat (g),Cholesterol (mg),Monounsaturated (g),Polyunsaturated (g),Saturated (g),Trans-Fats (g),Omega-3 (g),ALA (g),DHA (g),EPA (g),Omega-6 (g),AA (g),LA (g),Cystine (g),Histidine (g),Isoleucine (g),Leucine (g),Lysine (g),Methionine (g),Phenylalanine (g),Protein (g),Threonine (g),Tryptophan (g),Tyrosine (g),Valine (g),Category
2025-08-11,3:32 PM,Lunch,"Sweet Potato, Boiled",50.00 g,38.0,0.0,0.0,29.05,1.6,40.07,0.03,0.02,0.27,0.29,0.08,0.0,3.0,393.5,6.4,0.0,0.47,1.05,13.5,0.05,,0.36,9.0,0.13,16.0,115.0,0.1,13.5,0.1,8.86,1.25,0.92,0.33,2.61,2.87,0.07,0.0,0.0,0.03,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.04,0.03,0.01,0.04,0.69,0.04,0.01,0.02,0.04,Vegetables and Vegetable Products
2025-08-11,3:32 PM,Lunch,"Aubergine, Cooked",100.00 g,35.0,0.0,0.0,12.8,69.2,89.67,0.08,0.02,0.6,0.08,0.09,0.0,14.0,1.83,1.3,0.0,0.41,2.9,6.0,0.06,0.2,0.25,11.0,0.11,15.0,123.0,0.1,1.0,0.12,8.73,2.5,1.88,0.42,0.67,3.2,0.23,0.0,0.02,0.09,0.04,0.0,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.04,0.05,0.04,0.01,0.04,0.83,0.03,0.01,0.02,0.04,Vegetables and Vegetable Products
2025-08-11,3:32 PM,Lunch,"Courgette, Cooked from Fresh",100.00 g,15.0,0.0,0.0,0.7,7.05,95.22,0.04,0.02,0.51,0.29,0.08,0.0,28.0,55.83,12.9,0.0,0.12,4.2,18.0,0.05,0.4,0.37,19.0,0.17,37.0,264.0,0.2,3.0,0.33,2.69,1.0,0.86,0.14,0.0,1.71,0.36,0.0,0.03,0.15,0.07,0.0,0.09,0.09,0.0,0.0,0.06,0.0,0.06,0.01,0.01,0.02,0.04,0.04,0.01,0.02,1.14,0.02,0.01,0.02,0.03,Vegetables and Vegetable Products
2025-08-11,11:37 AM,Breakfast,"Buckwheat Groats, Roasted, Cooked",14.00 g,12.88,,,,,10.59,0.01,0.01,0.13,0.05,0.01,,1.96,,,,0.01,0.27,0.98,0.02,,0.11,7.14,0.06,9.8,12.32,0.31,0.56,0.09,2.79,0.38,,,2.29,0.13,0.09,,0.03,0.03,0.02,,0.0,,,,0.02,,,0.01,0.01,0.02,0.03,0.02,0.01,0.02,0.47,0.02,0.01,0.01,0.02,Cereal Grains and Pasta
2025-08-11,3:34 PM,Lunch,Mushroom & okra,1.00 Serving,66.34,0.0,0.0,53.63,71.61,117.86,0.13,0.2,4.49,0.32,0.16,0.0,67.12,8.31,9.38,36.73,0.33,23.65,49.48,0.25,0.58,0.68,40.47,0.29,86.68,295.34,2.36,268.3,0.9,12.5,5.17,4.37,0.56,2.52,2.73,0.67,0.0,0.05,0.14,0.08,0.0,0.02,0.02,0.0,0.0,0.12,0.0,0.12,0.04,0.09,0.15,0.24,0.22,0.05,0.17,4.62,0.17,0.05,0.14,0.2,
2025-08-11,3:35 PM,Lunch,Cucumber Juice,80.00 g,12.8,0.0,0.0,,,76.18,0.02,0.03,0.08,0.21,0.03,0.0,5.6,4.0,2.24,0.0,0.02,13.12,12.8,0.03,,0.22,10.4,0.06,19.2,117.6,0.24,1.6,0.16,2.9,0.0,,,0.66,1.34,0.09,0.0,0.0,0.03,0.03,,0.0,0.0,0.0,0.0,0.02,0.0,,0.0,0.01,0.02,0.02,0.02,0.0,0.02,0.52,0.02,0.0,0.01,0.02,Vegetables and Vegetable Products
2025-08-11,3:56 PM,Lunch,Prune cobbler,1.00 Serving,120.68,0.0,0.0,6.48,37.33,54.56,0.06,0.02,0.5,0.15,0.03,0.0,6.56,10.48,5.76,0.0,0.77,6.39,7.08,0.07,,0.31,9.89,0.16,30.59,118.45,3.08,0.39,0.24,18.33,1.32,0.76,0.57,10.89,6.05,4.53,0.0,3.09,0.57,0.62,0.01,0.04,0.04,0.0,0.0,0.53,0.0,0.53,0.04,0.05,0.07,0.14,0.05,0.04,0.1,2.26,0.06,0.03,0.06,0.08,
2025-08-11,,Lunch,"Egg, Raw",0.50 medium,34.1,0.0,0.0,0.0,0.0,16.42,0.01,0.11,0.01,0.31,0.03,0.24,9.68,32.85,0.0,19.14,0.23,0.07,11.0,0.0,10.82,0.26,2.2,0.01,37.84,27.72,6.78,27.28,0.23,0.25,0.0,0.0,0.0,0.0,0.25,2.33,82.06,0.9,0.31,0.72,0.0,0.02,0.01,0.01,0.0,0.29,0.03,0.25,0.06,0.07,0.15,0.24,0.2,0.09,0.15,2.77,0.13,0.03,0.11,0.17,Dairy and Egg Products
2025-08-11,11:36 AM,Breakfast,Avocado Dip,0.00 g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Vegetables and Vegetable Products
2025-08-11,,Breakfast,"Tuna, Bluefin, Cooked",30.00 g,55.2,0.0,0.0,0.27,0.0,17.73,0.08,0.09,3.16,0.41,0.16,3.26,0.6,227.1,0.0,87.3,0.38,0.0,3.0,0.03,,0.39,19.2,0.01,97.8,96.9,14.04,15.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,1.88,14.7,0.62,0.55,0.48,0.03,0.51,0.0,0.34,0.11,0.02,0.02,0.01,0.1,0.26,0.41,0.73,0.82,0.27,0.35,8.97,0.39,0.1,0.3,0.46,Finfish and Shellfish Products
2025-08-11,11:36 AM,Breakfast,"Brocoli, cuit à partir de frais",100.00 g,35.0,0.0,0.0,4.4,17.63,89.25,0.06,0.12,0.55,0.62,0.2,0.0,108.0,77.42,64.9,0.0,2.02,141.0,40.0,0.06,0.5,0.67,21.0,0.19,67.0,293.0,1.6,41.0,0.45,7.18,3.3,2.95,0.35,0.0,1.39,0.41,0.0,0.04,0.17,0.08,0.0,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.03,0.06,0.09,0.15,0.16,0.04,0.12,2.38,0.1,0.03,0.06,0.14,Vegetables and Vegetable Products
2025-08-11,11:36 AM,Breakfast,Adzuki Beans,0.00 g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Legumes and Legume Products
2025-08-11,,Smoothie,Truvani- Plant Protein Unflavored- GH,1.50 Serving,150.0,,,,,,,,,,,,,,,,,,,,,,,,,,,435.0,,0.0,1.5,,,,,3.0,,,,0.0,0.0,,,,,,,,,,,1.8,,,,30.0,,,,,
2025-08-11,,Smoothie,"Cocoa Via, Cardio Health, Cocoa Flavanols, Dark Chocolate",1.00 scoop,10.0,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,Supplements
2025-08-11,,Smoothie,Organic Whey Company- GH,0.65 Serving,64.35,,,,,,,,,,,0.33,,,,,,,103.35,,,,,,58.5,,,19.5,,1.37,0.91,,,,0.65,0.65,26.0,,,0.52,,,,,,,,,0.08,0.2,0.64,1.29,1.0,0.27,0.35,12.74,0.92,0.2,0.34,0.6,
2025-08-11,,Smoothie,"UCan, 100% Pure SpuerStarch, Unflavored",0.88 scoop,79.2,,,,,,,,,,,,,0.0,0.0,,,,0.0,,,0.0,,,,0.0,,13.2,,19.36,0.0,,,,0.0,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,,Supplements
2025-08-11,,Smoothie,Nutricost L-Leucine 4 Tablets Serving -GH,0.50 Serving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,
2025-08-11,11:36 AM,Breakfast,Extra Virgin Olive Oil,0.00 tbsp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fats and Oils
2025-08-11,,Breakfast,"Eel, Cooked",41.00 g,96.76,0.0,0.0,0.06,0.0,24.32,0.08,0.02,1.84,0.11,0.03,1.18,6.97,466.17,0.74,172.53,2.1,0.3,10.66,0.01,,0.26,10.66,0.02,113.57,143.09,3.4,26.65,0.85,0.0,0.0,0.0,0.0,0.0,0.0,6.13,66.01,3.78,0.5,1.24,0.0,0.24,0.12,0.03,0.04,0.15,0.05,0.1,0.1,0.29,0.45,0.79,0.89,0.29,0.38,9.7,0.43,0.11,0.33,0.5,Finfish and Shellfish Products
2025-08-11,11:36 AM,Breakfast,Walnuts,0.00 g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nut and Seed Products
2025-08-11,11:36 AM,Breakfast,"Aubergine, Cooked",100.00 g,35.0,0.0,0.0,12.8,69.2,89.67,0.08,0.02,0.6,0.08,0.09,0.0,14.0,1.83,1.3,0.0,0.41,2.9,6.0,0.06,0.2,0.25,11.0,0.11,15.0,123.0,0.1,1.0,0.12,8.73,2.5,1.88,0.42,0.67,3.2,0.23,0.0,0.02,0.09,0.04,0.0,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.04,0.05,0.04,0.01,0.04,0.83,0.03,0.01,0.02,0.04,Vegetables and Vegetable Products
2025-08-11,,Smoothie,Honey,2.50 tsp,53.68,0.0,0.0,0.05,0.0,3.02,0.0,0.01,0.02,0.01,0.0,0.0,0.35,0.0,0.09,0.0,0.0,0.0,1.06,0.01,,0.07,0.35,0.01,0.71,9.18,0.14,0.71,0.04,14.55,0.04,0.0,0.0,0.0,14.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,Sweets
2025-08-12,12:37 PM,Breakfast,"Cauliflower, kale & tofu",2.00 full recipe,72.5,0.0,0.0,18.54,61.52,181.0,0.12,0.14,0.88,0.67,0.23,0.0,95.7,92.62,54.62,0.0,1.07,213.01,97.1,0.17,0.6,1.31,36.7,0.58,93.0,370.8,4.87,41.7,0.61,9.33,4.42,3.72,0.7,1.66,3.33,2.14,0.0,0.33,1.09,0.32,0.0,0.39,0.39,0.0,0.0,0.64,0.0,0.64,0.08,0.18,0.29,0.43,0.36,0.08,0.29,6.17,0.24,0.07,0.2,0.32,
2025-08-12,2:47 PM,Lunch,"Aubergine, Cooked",50.00 g,17.5,0.0,0.0,6.4,34.6,44.84,0.04,0.01,0.3,0.04,0.04,0.0,7.0,0.92,0.65,0.0,0.2,1.45,3.0,0.03,0.1,0.13,5.5,0.06,7.5,61.5,0.05,0.5,0.06,4.37,1.25,0.94,0.21,0.34,1.6,0.11,0.0,0.01,0.05,0.02,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.03,0.02,0.0,0.02,0.42,0.02,0.0,0.01,0.02,Vegetables and Vegetable Products
2025-08-12,,Lunch,Truvani- Plant Protein Unflavored- GH,0.50 Serving,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,145.0,,0.0,0.5,,,,,1.0,,,,0.0,0.0,,,,,,,,,,,0.6,,,,10.0,,,,,
2025-08-12,2:47 PM,Lunch,Carrot & turmeric soup,0.25 Serving,15.68,0.0,0.0,54.89,11.56,35.6,0.02,0.01,0.18,0.07,0.04,0.0,3.65,191.63,0.83,0.0,0.34,3.42,11.1,0.04,0.14,1.45,7.6,0.53,14.23,104.88,0.31,13.88,0.16,3.53,1.24,1.0,0.24,1.07,0.86,0.12,0.0,0.01,0.04,0.05,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.01,0.03,0.04,0.03,0.01,0.02,0.41,0.04,0.01,0.02,0.03,
2025-08-12,12:22 PM,Breakfast,jasper bread,0.20 Serving,34.59,0.0,0.0,3.79,22.73,6.27,0.04,0.0,0.2,0.06,0.01,0.0,5.01,0.0,0.0,0.0,0.01,0.03,2.12,0.02,,0.11,3.45,0.08,13.17,15.04,1.87,0.3,0.12,6.94,0.31,0.14,0.17,6.61,0.02,0.17,0.0,0.02,0.07,0.03,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.06,0.02,0.03,0.04,0.08,0.03,0.02,0.06,1.16,0.03,0.01,0.03,0.05,
2025-08-12,10:55 AM,Breakfast,"Buckwheat Groats, Roasted, Cooked",50.00 g,46.0,,,,,37.81,0.02,0.02,0.47,0.18,0.04,,7.0,,,,0.05,0.95,3.5,0.07,,0.4,25.5,0.2,35.0,44.0,1.1,2.0,0.31,9.97,1.35,,,8.17,0.45,0.31,,0.09,0.09,0.07,,0.01,,,,0.09,,,0.03,0.04,0.06,0.11,0.09,0.02,0.07,1.69,0.06,0.02,0.03,0.09,Cereal Grains and Pasta
2025-08-12,12:12 PM,Breakfast,Pancakes 120825 Tim,1.27 Serving,198.06,0.0,0.0,21.56,109.52,56.64,0.14,0.1,0.7,0.42,0.06,0.33,17.08,52.29,0.0,29.77,1.57,0.28,170.5,0.1,8.34,0.97,19.9,0.36,128.31,96.78,13.6,196.36,0.73,31.76,1.25,0.62,0.64,30.1,0.3,4.25,66.84,1.41,0.69,1.49,0.05,0.03,0.03,0.01,0.0,0.63,0.03,0.6,0.16,0.17,0.3,0.54,0.27,0.16,0.38,7.36,0.25,0.09,0.24,0.34,
2025-08-12,10:57 AM,Breakfast,Adzuki beans & black miso,1.00 full recipe,129.93,,,,,62.98,0.11,0.06,0.68,0.41,0.09,,114.95,1.71,,,,,26.6,0.28,,1.9,49.4,0.54,159.6,505.4,1.14,234.27,1.68,24.53,7.02,,,,0.08,0.1,,0.01,0.02,0.03,,,,,,0.02,,,0.07,0.19,0.29,0.6,0.54,0.08,0.38,7.81,0.24,0.07,0.21,0.37,
2025-08-12,10:54 AM,Breakfast,Mushroom & spinach chawanmushi,0.30 full recipe,52.32,0.0,0.0,0.12,19.2,55.88,0.04,0.23,1.22,0.92,0.07,0.3,24.75,87.57,9.21,25.41,0.28,0.08,26.49,0.13,13.88,0.99,16.23,0.06,73.17,166.26,11.31,98.91,0.52,2.15,0.86,0.51,0.02,0.3,0.91,3.07,100.71,1.1,0.43,0.93,0.0,0.02,0.01,0.01,0.0,0.4,0.04,0.35,0.09,0.1,0.21,0.33,0.28,0.12,0.21,4.31,0.2,0.05,0.16,0.27,
2025-08-12,2:47 PM,Lunch,"Courgette, Cooked from Fresh",65.00 g,9.75,0.0,0.0,0.45,4.58,61.89,0.02,0.02,0.33,0.19,0.05,0.0,18.2,36.29,8.39,0.0,0.08,2.73,11.7,0.03,0.26,0.24,12.35,0.11,24.05,171.6,0.13,1.95,0.21,1.75,0.65,0.56,0.09,0.0,1.11,0.23,0.0,0.02,0.1,0.05,0.0,0.06,0.06,0.0,0.0,0.04,0.0,0.04,0.0,0.01,0.01,0.02,0.02,0.01,0.01,0.74,0.01,0.0,0.01,0.02,Vegetables and Vegetable Products
2025-08-12,10:55 AM,Breakfast,"Brocoli, cuit à partir de frais",100.00 g,35.0,0.0,0.0,4.4,17.63,89.25,0.06,0.12,0.55,0.62,0.2,0.0,108.0,77.42,64.9,0.0,2.02,141.0,40.0,0.06,0.5,0.67,21.0,0.19,67.0,293.0,1.6,41.0,0.45,7.18,3.3,2.95,0.35,0.0,1.39,0.41,0.0,0.04,0.17,0.08,0.0,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.03,0.06,0.09,0.15,0.16,0.04,0.12,2.38,0.1,0.03,0.06,0.14,Vegetables and Vegetable Products
2025-08-12,12:22 PM,Breakfast,Guacamole 310725,0.20 Serving,31.16,0.0,0.0,0.46,26.14,14.75,0.01,0.03,0.36,0.27,0.05,0.0,17.49,4.47,2.75,0.0,0.36,15.18,3.47,0.03,0.11,0.16,5.76,0.03,10.48,98.16,0.08,3.33,0.13,1.69,1.28,0.8,0.48,0.02,0.07,2.84,0.0,1.8,0.34,0.39,0.0,0.02,0.02,0.0,0.0,0.31,0.0,0.31,0.01,0.01,0.02,0.03,0.03,0.01,0.02,0.39,0.01,0.0,0.01,0.02,
2025-08-12,10:55 AM,Breakfast,"Sweet Potato, Boiled",100.00 g,76.0,0.0,0.0,58.1,3.2,80.13,0.06,0.05,0.54,0.58,0.17,0.0,6.0,787.0,12.8,0.0,0.94,2.1,27.0,0.09,,0.72,18.0,0.27,32.0,230.0,0.2,27.0,0.2,17.72,2.5,1.84,0.66,5.22,5.74,0.14,0.0,0.0,0.06,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.05,0.08,0.06,0.03,0.08,1.37,0.07,0.03,0.03,0.08,Vegetables and Vegetable Products
2025-08-12,2:50 PM,Lunch,"Cashews, Raw",0.00 g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nut and Seed Products
2025-08-12,2:48 PM,Lunch,"Black Beans, Cooked from Dried",50.00 g,66.0,0.0,0.0,36.0,65.78,32.87,0.12,0.03,0.25,0.12,0.03,0.0,74.5,0.42,0.0,0.0,0.43,1.65,13.5,0.1,,1.05,35.0,0.22,70.0,177.5,0.6,0.5,0.56,11.86,4.35,4.2,0.16,4.55,0.32,0.27,0.0,0.02,0.12,0.07,0.0,0.05,0.05,0.0,0.0,0.06,0.0,0.06,0.05,0.12,0.2,0.35,0.3,0.07,0.24,4.43,0.19,0.05,0.13,0.23,Legumes and Legume Products
2025-08-12,2:48 PM,Lunch,chili miso sauce,20.00 g,6.68,0.0,0.0,1.14,5.47,18.0,0.01,0.01,0.11,0.01,0.03,0.0,2.48,5.4,23.18,0.0,0.08,1.89,2.75,0.02,,0.16,3.41,0.04,6.91,40.54,0.13,41.14,0.06,1.34,0.23,0.16,0.07,0.16,0.54,0.09,0.0,0.01,0.04,0.01,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.0,0.01,0.01,0.02,0.01,0.0,0.01,0.36,0.01,0.0,0.01,0.01,
2025-08-12,2:50 PM,Lunch,"chia, melon & peaches",0.00 Serving,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2025-08-12,2:50 PM,Lunch,Extra Virgin Olive Oil,0.00 tbsp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fats and Oils
2025-08-12,,Lunch,Organic Whey Company- GH,1.00 Serving,99.0,,,,,,,,,,,0.5,,,,,,,159.0,,,,,,90.0,,,30.0,,2.1,1.4,,,,1.0,1.0,40.0,,,0.8,,,,,,,,,0.12,0.3,0.99,1.99,1.54,0.42,0.54,19.6,1.42,0.31,0.53,0.93,
2025-08-12,2:53 PM,Lunch,Spring rolls 120825 Tim,2.00 Serving,126.78,0.0,0.0,22.51,45.94,85.09,0.06,0.12,2.75,0.52,0.12,0.0,38.3,258.09,5.29,0.0,0.41,25.65,22.62,0.07,0.04,6.66,15.12,0.15,47.56,274.74,0.12,278.32,0.31,30.45,2.77,2.32,0.4,1.03,2.53,0.26,0.0,0.01,0.11,0.04,0.0,0.02,0.02,0.0,0.0,0.03,0.0,0.03,0.04,0.04,0.07,0.1,0.09,0.02,0.08,1.87,0.11,0.02,0.07,0.11,
2025-08-12,12:37 PM,Lunch,"Cauliflower, kale & tofu",0.00 full recipe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2025-08-12,12:22 PM,Lunch,Guacamole 310725,0.65 Serving,101.27,0.0,0.0,1.5,84.97,47.94,0.05,0.09,1.18,0.89,0.18,0.0,56.83,14.52,8.95,0.0,1.18,49.33,11.27,0.11,0.36,0.51,18.72,0.09,34.06,319.03,0.25,10.81,0.43,5.5,4.15,2.6,1.56,0.08,0.24,9.24,0.0,5.86,1.09,1.27,0.0,0.07,0.07,0.0,0.0,1.01,0.0,1.0,0.02,0.03,0.05,0.09,0.08,0.02,0.06,1.26,0.05,0.02,0.03,0.07,
2025-08-12,,Snack,"Milk, Whole",0.60 cup,87.84,0.0,0.0,0.29,0.0,128.98,0.08,0.2,0.15,0.53,0.09,0.79,0.0,46.24,0.0,56.22,0.07,0.44,180.07,0.0,50.22,0.0,17.57,0.0,147.86,219.6,2.78,55.63,0.61,6.78,0.0,0.0,0.0,0.0,6.78,4.68,17.57,1.01,0.16,2.72,0.16,0.02,0.02,0.0,0.0,0.13,0.01,0.12,0.03,0.14,0.25,0.49,0.44,0.13,0.24,4.79,0.23,0.06,0.24,0.3,Dairy and Egg Products
2025-08-12,,Snack,"Donut Time, Glazed Donuts, Chocolate Old Fashion",25.00 g,73.98,,,,,,,,,,,,,,,,,,25.51,,,3.83,,,,38.27,,132.65,,15.05,0.77,,,,8.42,1.15,0.0,,,0.38,0.03,,,,,,,,,,,,,,,1.53,,,,,Sweets
2025-08-12,,Snack,"Croissant, Plain",25.00 g,115.44,0.0,0.0,5.54,38.73,10.5,0.15,0.09,0.98,0.15,0.02,0.08,32.23,58.4,0.01,5.62,0.21,0.58,13.57,0.02,,0.78,4.91,0.1,27.83,34.85,3.0,32.36,0.17,11.86,0.45,0.2,0.25,9.91,1.5,6.68,26.27,1.9,0.34,3.96,0.25,0.03,0.03,0.0,0.0,0.19,0.0,0.18,0.04,0.05,0.08,0.16,0.08,0.04,0.11,2.09,0.07,0.03,0.07,0.1,Baked Products
2025-08-12,,Snack,"Pecans, Raw",6.50 g,45.5,0.0,0.0,4.16,29.38,0.17,0.04,0.01,0.06,0.06,0.01,0.0,1.43,0.18,0.07,0.0,0.09,0.27,3.58,0.06,,0.15,6.7,0.15,16.45,23.4,0.25,0.0,0.26,0.83,0.38,0.35,0.02,0.03,0.26,4.76,0.0,2.55,1.49,0.42,0.0,0.07,0.07,0.0,0.0,1.34,0.0,1.34,0.01,0.02,0.02,0.04,0.02,0.01,0.03,0.65,0.02,0.01,0.02,0.03,Nut and Seed Products
2025-08-12,2:47 PM,Lunch,"Quinoa, Cooked",0.00 g,0.0,,,,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cereal Grains and Pasta
2025-08-12,10:55 AM,Breakfast,"Egg, Raw",25.00 g,38.75,0.0,0.0,0.0,0.0,18.66,0.02,0.13,0.02,0.35,0.03,0.28,11.0,37.33,0.0,21.75,0.26,0.08,12.5,0.0,12.3,0.3,2.5,0.01,43.0,31.5,7.7,31.0,0.26,0.28,0.0,0.0,0.0,0.0,0.28,2.65,93.25,1.02,0.35,0.82,0.0,0.02,0.01,0.01,0.0,0.33,0.04,0.29,0.07,0.07,0.17,0.27,0.23,0.1,0.17,3.15,0.15,0.04,0.13,0.19,Dairy and Egg Products
2025-08-12,,Snack,"Goat Cheese, Semi-Soft",6.00 g,21.84,0.0,0.0,0.6,0.0,2.73,0.0,0.04,0.07,0.01,0.0,0.01,0.12,24.45,0.0,1.32,0.02,0.15,17.88,0.03,,0.1,1.74,0.01,22.5,9.48,0.23,24.9,0.04,0.01,0.0,0.0,0.0,0.0,0.01,1.79,4.74,0.41,0.04,1.24,0.06,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.01,0.04,0.05,0.11,0.09,0.03,0.05,1.29,0.05,0.01,0.05,0.09,Dairy and Egg Products
2025-08-12,10:55 AM,Breakfast,"Rice, White, Long-Grain, Regular, Enriched, Cooked",30.00 g,39.0,0.0,0.0,0.72,13.45,20.53,0.05,0.0,0.44,0.12,0.03,0.0,12.84,0.0,0.0,0.0,0.01,0.0,3.0,0.02,,0.36,3.6,0.14,12.9,10.5,2.25,0.3,0.15,8.45,0.1,0.1,0.0,6.9,0.01,0.08,0.0,0.03,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,0.03,0.07,0.03,0.02,0.04,0.81,0.03,0.01,0.03,0.05,Cereal Grains and Pasta
